unit_id,model_name,condition,bank_id,position_id,localization_error_m,prediction_x,prediction_y,source_role,dataset_sha256,config_sha256
fixture-bank-12:source-a:fixture-bank-12:p0002,SigMap,map_swap,fixture-bank-12,source-a:fixture-bank-12:p0002,0.7985266123579335,-0.17667308449745178,-0.1919674277305603,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0002,SigMap,id_swap,fixture-bank-12,source-a:fixture-bank-12:p0002,0.7988036874218132,-0.17694567143917084,-0.19191327691078186,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0003,SigMap,map,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8193407167186677,-0.18267525732517242,-0.19567351043224335,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0003,SigMap,scene_id,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8194230096474023,-0.18381711840629578,-0.1960846185684204,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0003,SigMap,map_swap,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8196173338316992,-0.18380068242549896,-0.19628196954727173,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0003,SigMap,id_swap,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8194579277018715,-0.18413563072681427,-0.19621139764785767,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0004,SigMap,map,fixture-bank-12,source-a:fixture-bank-12:p0004,1.4345654354264912,-0.17229625582695007,-0.19394733011722565,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0004,SigMap,scene_id,fixture-bank-12,source-a:fixture-bank-12:p0004,1.4348057777103314,-0.17343449592590332,-0.19438062608242035,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0004,SigMap,map_swap,fixture-bank-12,source-a:fixture-bank-12:p0004,1.4346292824880864,-0.1734040379524231,-0.19457009434700012,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0004,SigMap,id_swap,fixture-bank-12,source-a:fixture-bank-12:p0004,1.4348618832605171,-0.17372912168502808,-0.19450019299983978,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0005,SigMap,map,fixture-bank-12,source-a:fixture-bank-12:p0005,1.445919966238054,-0.19621485471725464,-0.19689182937145233,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0005,SigMap,scene_id,fixture-bank-12,source-a:fixture-bank-12:p0005,1.4450461667206564,-0.19756309688091278,-0.19736021757125854,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0005,SigMap,map_swap,fixture-bank-12,source-a:fixture-bank-12:p0005,1.4451079806459088,-0.197603240609169,-0.19753488898277283,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0005,SigMap,id_swap,fixture-bank-12,source-a:fixture-bank-12:p0005,1.4448478850733024,-0.19787725806236267,-0.19747887551784515,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0006,SigMap,map,fixture-bank-12,source-a:fixture-bank-12:p0006,1.782007750264447,-0.17661024630069733,-0.19064587354660034,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0006,SigMap,scene_id,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7831045361409055,-0.17776794731616974,-0.19107544422149658,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0006,SigMap,map_swap,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7831112321920846,-0.1777975857257843,-0.1912623941898346,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0006,SigMap,id_swap,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7833641730416505,-0.17804327607154846,-0.19118773937225342,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0007,SigMap,map,fixture-bank-12,source-a:fixture-bank-12:p0007,1.808202255721812,-0.17622967064380646,-0.20119524002075195,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0007,SigMap,scene_id,fixture-bank-12,source-a:fixture-bank-12:p0007,1.8085328795512998,-0.17778879404067993,-0.20172929763793945,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0007,SigMap,map_swap,fixture-bank-12,source-a:fixture-bank-12:p0007,1.8087129562417477,-0.17783808708190918,-0.20191717147827148,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-12:source-a:fixture-bank-12:p0007,SigMap,id_swap,fixture-bank-12,source-a:fixture-bank-12:p0007,1.8085985631392907,-0.1781124323606491,-0.20183700323104858,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0000,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0000,3.1030581289332706,-0.17389993369579315,-0.20095446705818176,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0000,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0000,3.1029066118232334,-0.17417530715465546,-0.20089130103588104,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0000,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0000,3.1047015811022636,-0.1723833680152893,-0.2001512497663498,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0000,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0000,3.10322674732287,-0.17385508120059967,-0.20075993239879608,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0001,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0001,2.4961748282607603,-0.1862097978591919,-0.193621426820755,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0001,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0001,2.495929871213842,-0.18652600049972534,-0.19355180859565735,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0001,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0001,2.497555549679742,-0.18497169017791748,-0.19300825893878937,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0001,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0001,2.496246497467264,-0.18622425198554993,-0.1934441328048706,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0002,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0002,1.456462694929738,-0.1821935474872589,-0.20787081122398376,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0002,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0002,1.4561367794167155,-0.18254485726356506,-0.20780625939369202,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0002,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0002,1.4573974432351011,-0.1805332452058792,-0.20710697770118713,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0002,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0002,1.45637216968911,-0.18218275904655457,-0.20769557356834412,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0003,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0003,2.1716327229392847,-0.17643344402313232,-0.18812620639801025,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0003,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0003,2.1713752392153536,-0.17680944502353668,-0.1880674958229065,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0003,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0003,2.171668064203678,-0.1754026561975479,-0.1874806433916092,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0003,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0003,2.1714448291874704,-0.17650002241134644,-0.18794475495815277,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0004,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0004,2.2125684954832847,-0.17675568163394928,-0.19660945236682892,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0004,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0004,2.212269105039618,-0.17706161737442017,-0.19654399156570435,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0004,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0004,2.213929457757865,-0.1754455417394638,-0.19594748318195343,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0004,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0004,2.212574310145997,-0.17676478624343872,-0.1964314579963684,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0005,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0005,2.8384327164726533,-0.18778830766677856,-0.19198811054229736,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0005,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0005,2.83865850936858,-0.18806545436382294,-0.19192403554916382,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0005,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0005,2.838147626847259,-0.1865345537662506,-0.1913238912820816,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0005,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0005,2.838557575407946,-0.187767893075943,-0.19180941581726074,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0006,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0006,1.8014338845042814,-0.1728920191526413,-0.19089198112487793,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0006,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0006,1.8017074126959363,-0.17315730452537537,-0.1908000409603119,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0006,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0006,1.8001646143682195,-0.17154178023338318,-0.190200537443161,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0006,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0006,1.8014216827463578,-0.17285847663879395,-0.1906922608613968,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0007,SigMap,map,fixture-bank-13,source-b:fixture-bank-13:p0007,3.064047494092262,-0.17649762332439423,-0.19869911670684814,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0007,SigMap,scene_id,fixture-bank-13,source-b:fixture-bank-13:p0007,3.0638605924265745,-0.17691995203495026,-0.1986764669418335,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0007,SigMap,map_swap,fixture-bank-13,source-b:fixture-bank-13:p0007,3.0638882485070686,-0.17519059777259827,-0.19796641170978546,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
fixture-bank-13:source-b:fixture-bank-13:p0007,SigMap,id_swap,fixture-bank-13,source-b:fixture-bank-13:p0007,3.0638781608774623,-0.1765700727701187,-0.1985459327697754,source_final_unseen_bank,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b
