model_name,algorithm_seed,paper_label,implementation_status,split_role,city_id,independent_unit_id,bank_id,position_id,world,budget,draw,localization_error_m,predicted_x_m,predicted_y_m,variance_x_m2,variance_y_m2,uncertainty,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,source_final_unseen_bank,source-b,fixture-base-13,fixture-bank-13,source-b:fixture-bank-13:p0002,1,0,0,1.5961334705352783,-0.14987820386886597,-0.39674192667007446,0.7781837582588196,0.3811715543270111,-1.2152982950210571,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,source_final_unseen_bank,source-b,fixture-base-13,fixture-bank-13,source-b:fixture-bank-13:p0003,1,0,0,2.363339900970459,-0.1407371163368225,-0.3929682970046997,0.816020131111145,0.3837119936943054,-1.1611793041229248,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,source_final_unseen_bank,source-b,fixture-base-13,fixture-bank-13,source-b:fixture-bank-13:p0004,1,0,0,2.255767822265625,-0.12597113847732544,-0.3547138273715973,0.8153234124183655,0.38023853302001953,-1.1711269617080688,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,source_final_unseen_bank,source-b,fixture-base-13,fixture-bank-13,source-b:fixture-bank-13:p0005,1,0,0,2.646554708480835,-0.21875445544719696,-0.4765753149986267,0.77189701795578,0.3747928738594055,-1.240285873413086,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,source_final_unseen_bank,source-b,fixture-base-13,fixture-bank-13,source-b:fixture-bank-13:p0006,1,0,0,1.7755136489868164,-0.15695121884346008,-0.40398046374320984,0.8072735071182251,0.3821888566017151,-1.1759331226348877,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,source_final_unseen_bank,source-b,fixture-base-13,fixture-bank-13,source-b:fixture-bank-13:p0007,1,0,0,3.2734010219573975,-0.17274996638298035,-0.42359891533851624,0.8042864203453064,0.37974661588668823,-1.1860508918762207,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0004,2,0,0,1.2455928325653076,-0.16417166590690613,-0.4080733060836792,0.7933630347251892,0.38222482800483704,-1.193220615386963,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0005,2,0,0,1.59177565574646,-0.20524147152900696,-0.4558083415031433,0.7825759649276733,0.37622708082199097,-1.222726583480835,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0006,2,0,0,1.7995082139968872,-0.15422792732715607,-0.3994816243648529,0.8111951351165771,0.38231393694877625,-1.1707597970962524,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0007,2,0,0,3.271190881729126,-0.11670757830142975,-0.38291409611701965,0.7865550518035889,0.38625574111938477,-1.1913480758666992,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0004,0,0,0,1.2449171543121338,-0.17585299909114838,-0.4153306782245636,0.7861538529396057,0.3808605372905731,-1.2059247493743896,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0005,0,0,0,1.592168927192688,-0.17240208387374878,-0.4240516424179077,0.8031260371208191,0.3807465732097626,-1.18486487865448,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0006,0,0,0,1.8287826776504517,-0.12928642332553864,-0.390827476978302,0.8180932998657227,0.38654935359954834,-1.151274561882019,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0007,0,0,0,2.1250157356262207,-0.17309126257896423,-0.42369532585144043,0.7716493606567383,0.38224324584007263,-1.2209231853485107,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0004,2,2,0,1.24300217628479,-0.17643114924430847,-0.42212986946105957,0.7941771149635315,0.3846002519130707,-1.1859996318817139,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0005,2,2,0,1.5937058925628662,-0.21630048751831055,-0.470010906457901,0.7826069593429565,0.3784942030906677,-1.2166792154312134,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0006,2,2,0,1.811389684677124,-0.16574397683143616,-0.4126359820365906,0.8118076920509338,0.3845382332801819,-1.1642038822174072,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0007,2,2,0,3.2761778831481934,-0.12900839745998383,-0.3932957649230957,0.7903381586074829,0.3887772858142853,-1.1800429821014404,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0004,0,2,0,1.2430578470230103,-0.1883726418018341,-0.4304758310317993,0.7863059639930725,0.38324064016342163,-1.1995015144348145,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0005,0,2,0,1.5934503078460693,-0.18316328525543213,-0.4365956783294678,0.8039909601211548,0.3829909563064575,-1.1779111623764038,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0006,0,2,0,1.839760661125183,-0.13976141810417175,-0.4009840488433838,0.819952666759491,0.38888290524482727,-1.1429857015609741,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-16,fixture-bank-16,target-a:fixture-bank-16:p0007,0,2,0,2.1396589279174805,-0.1862257868051529,-0.4391217529773712,0.7718626856803894,0.38481298089027405,-1.2139464616775513,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0004,2,4,0,1.250397801399231,-0.16394777595996857,-0.4015735685825348,0.7969495058059692,0.3855931758880615,-1.179936408996582,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0005,2,4,0,1.5864964723587036,-0.201581209897995,-0.4442943334579468,0.7879992723464966,0.3799242079257965,-1.2060415744781494,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0006,2,4,0,1.7979073524475098,-0.15281803905963898,-0.3908610939979553,0.8158321976661682,0.38579484820365906,-1.1559960842132568,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,target,target-a,fixture-base-14,fixture-bank-14,target-a:fixture-bank-14:p0007,2,4,0,3.265944480895996,-0.1204616129398346,-0.37878093123435974,0.7905803322792053,0.3894643187522888,-1.1779710054397583,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
