unit_id,city_id,bank_id,position_id,source_world,active_world,null_world,wrong_city_bank_id,csi_context_sha256,base_map_cluster_id,query_count,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
fixture-bank-12:2:source-a:fixture-bank-12:p0002,source-a,fixture-bank-12,source-a:fixture-bank-12:p0002,2,3,0,fixture-bank-13,203115c7b28db4e3005fbd5c3f5556e3b864c8ff4911ed5c368aa26c5e3e99da,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:2:source-a:fixture-bank-12:p0003,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,2,3,0,fixture-bank-13,92321ec5041aadad4e014397d8eaa927847bf3f1360b4363f84d7a3776e0100c,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:2:source-a:fixture-bank-12:p0006,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,2,3,0,fixture-bank-13,43b41030874efac3eb389372938d7d3f4d1d3e0b2342dcb599c45a1166bf8d80,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:2:source-a:fixture-bank-12:p0007,source-a,fixture-bank-12,source-a:fixture-bank-12:p0007,2,3,0,fixture-bank-13,5d55e58427bac5457c4c20376f4cb7ac52d1db162041e7fa1114fed70184383d,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:3:source-a:fixture-bank-12:p0000,source-a,fixture-bank-12,source-a:fixture-bank-12:p0000,3,1,2,fixture-bank-13,50bce3065347beee5d92cd6970eeca66d94739a90bb80044c74ff32635a0c320,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:3:source-a:fixture-bank-12:p0001,source-a,fixture-bank-12,source-a:fixture-bank-12:p0001,3,1,2,fixture-bank-13,d26504104dbafd5a70b247433f6ab84c2c6bd4e39feee975c5b67904e0cbc812,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:3:source-a:fixture-bank-12:p0002,source-a,fixture-bank-12,source-a:fixture-bank-12:p0002,3,2,1,fixture-bank-13,f7425bda1267ed0e04db2f65f05d5ae3d6c99093a5cdb8c1f8d7b20797ebc42b,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:3:source-a:fixture-bank-12:p0003,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,3,2,1,fixture-bank-13,7376d7f7e01ac714c60868569c4baa9a0b10480c74a96bcdeb0501d0289e3c6b,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:3:source-a:fixture-bank-12:p0006,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,3,2,1,fixture-bank-13,69555a8dc0aefe8b64a37c5cc5955377c39b985676853b807fb8f580f4a10e8a,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:3:source-a:fixture-bank-12:p0007,source-a,fixture-bank-12,source-a:fixture-bank-12:p0007,3,2,1,fixture-bank-13,041007b923f46bc7985f6dd001819d54f517ead6a00c33416edb8bb63e9e1125,fixture-base-12,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:0:source-b:fixture-bank-13:p0000,source-b,fixture-bank-13,source-b:fixture-bank-13:p0000,0,1,2,fixture-bank-12,76ea2e3a00eec0025ebda7fd8f2e356acc0d7c4714b7c456a129ea304a48c1bf,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:0:source-b:fixture-bank-13:p0001,source-b,fixture-bank-13,source-b:fixture-bank-13:p0001,0,1,2,fixture-bank-12,9ab9fc7745e7c35deffb94a7fc61cb061c061645e219b275a74e81929ca6cc86,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:0:source-b:fixture-bank-13:p0003,source-b,fixture-bank-13,source-b:fixture-bank-13:p0003,0,2,1,fixture-bank-12,6b7f9c921ffd8676fefa958e3d12a8208406eefa14d981457544842baac47f7e,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:0:source-b:fixture-bank-13:p0005,source-b,fixture-bank-13,source-b:fixture-bank-13:p0005,0,1,2,fixture-bank-12,bacf6cb359d199325a229b00a3d183d2406bf22b56bb65d41b88f7d32957ce79,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:0:source-b:fixture-bank-13:p0006,source-b,fixture-bank-13,source-b:fixture-bank-13:p0006,0,2,1,fixture-bank-12,05cb4741f3c81331ae2f09cb6e51d62c787c4057b83b9d9068673fc6fa8ec8ca,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:0:source-b:fixture-bank-13:p0007,source-b,fixture-bank-13,source-b:fixture-bank-13:p0007,0,2,1,fixture-bank-12,b7f843a06837844b0bb5db3ea7272ffa17344e24c9923c48546d94664576548f,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:1:source-b:fixture-bank-13:p0000,source-b,fixture-bank-13,source-b:fixture-bank-13:p0000,1,0,3,fixture-bank-12,62834c8631a5d6a00fc8c49a1380a9336e2622c0eb5a0708a6fb2c73c8f34f25,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:1:source-b:fixture-bank-13:p0001,source-b,fixture-bank-13,source-b:fixture-bank-13:p0001,1,0,3,fixture-bank-12,6efddeb0b09c4c795b2521f0f3149380e068653c650dc226ef554b95fcf7fd4c,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:1:source-b:fixture-bank-13:p0003,source-b,fixture-bank-13,source-b:fixture-bank-13:p0003,1,3,0,fixture-bank-12,5368ead5eb24d71665f9f7eb19af1099c2f02c9af5bcf0b90d8c2e9f6239a3ab,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:1:source-b:fixture-bank-13:p0005,source-b,fixture-bank-13,source-b:fixture-bank-13:p0005,1,0,3,fixture-bank-12,094f7f24be427dfa9cd516f4b2791bb16c0f0ec5407410bd64d4b517d2bbad65,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:1:source-b:fixture-bank-13:p0006,source-b,fixture-bank-13,source-b:fixture-bank-13:p0006,1,3,0,fixture-bank-12,26b9d86f48d5a2f362f70ed9d51fb0ad3aae30591059a8d72a8517e3d4831213,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:1:source-b:fixture-bank-13:p0007,source-b,fixture-bank-13,source-b:fixture-bank-13:p0007,1,3,0,fixture-bank-12,ace291781a8c7308d3a88252ceffc6391573451821727fde894fcdf005f8b900,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:2:source-b:fixture-bank-13:p0000,source-b,fixture-bank-13,source-b:fixture-bank-13:p0000,2,3,0,fixture-bank-12,a0734cf93d908f661885862fe05fa47ec610d0f02882a3d14fac85c955e7cc23,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-13:2:source-b:fixture-bank-13:p0001,source-b,fixture-bank-13,source-b:fixture-bank-13:p0001,2,3,0,fixture-bank-12,dd125d19bb951e58cca41e945f1157150b07fb5e5f05d277a75954ba5875f494,fixture-base-13,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
